0.613615,0.386385,0.141366,2
0.613615,0.386385,0.141366,2
0.613615,0.386385,0.141366,2
0.414694,0.585306,0.0784585,0
0.414694,0.585306,0.0784585,0
0.877267,0.122733,0.72726,2
0.292568,0.707432,0.349848,0
0.712586,0.287413,0.361303,2
0.665909,0.334091,0.257576,2
0.355555,0.644445,0.209878,0
0.423912,0.576088,0.0579739,0
0.493212,0.506788,0.864241,1
0.226918,0.773082,0.495738,0
0.294077,0.705923,0.346496,0
0.372446,0.627554,0.172341,0
0.1809,0.8191,0.598,0
0.767558,0.232442,0.483462,2
0.178181,0.821819,0.604041,0
0.016763,0.983237,0.962749,0
0.327086,0.672914,0.273143,0
0.175116,0.824884,0.610854,0
0.413494,0.586506,0.0811239,0
0.0794808,0.920519,0.823376,0
0.16713,0.83287,0.6286,0
0.803415,0.196585,0.563145,2
0.21274,0.78726,0.527244,0
0.21274,0.78726,0.527244,0
0.469679,0.530321,0.393572,1
0.469679,0.530321,0.393572,1
0.127027,0.872973,0.717718,0
0.701068,0.298932,0.335706,2
0.285363,0.714637,0.36586,0
0.135585,0.864415,0.6987,0
0.477785,0.522215,0.555698,1
0.196617,0.803383,0.563073,0
0.111193,0.888807,0.752905,0
0.959018,0.040982,0.908929,2
0.754229,0.245771,0.453843,2
0.279501,0.720499,0.378887,0
0.365478,0.634522,0.187827,0
0.356125,0.643875,0.20861,0
0.280381,0.719619,0.376931,0
0.349275,0.650725,0.223834,0
0.223685,0.776315,0.502922,0
0.207097,0.792903,0.539784,0
0.16961,0.83039,0.623089,0
0.153808,0.846192,0.658204,0
0.429979,0.570021,0.044491,0
0.0702207,0.929779,0.843954,0
0.206923,0.793077,0.540172,0
0.464925,0.535075,0.298494,1
0.125242,0.874758,0.721685,0
0.240287,0.759713,0.466029,0
0.148744,0.851256,0.669457,0
0.0225584,0.977442,0.949871,0
0.194156,0.805844,0.568542,0
0.19658,0.803419,0.563154,0
0.21378,0.78622,0.524933,0
0.42372,0.57628,0.0583992,0
0.222643,0.777357,0.505237,0
0.135399,0.864601,0.699114,0
0.0795128,0.920487,0.823305,0
0.117465,0.882535,0.738967,0
0.167901,0.832099,0.626888,0
0.33295,0.66705,0.260111,0
0.0631077,0.936892,0.859761,0
0.0912213,0.908779,0.797286,0
0.502834,0.497166,0.943324,1
0.480541,0.519459,0.610822,1
0.193766,0.806234,0.569409,0
0.655938,0.344062,0.235418,2
0.432467,0.567533,0.0389624,0
0.071198,0.928802,0.841782,0
0.229588,0.770412,0.489805,0
0.530355,0.469645,0.392907,1
0.320774,0.679226,0.287169,0
0.157298,0.842702,0.650449,0
0.277102,0.722898,0.384218,0
0.328873,0.671127,0.269172,0
0.282483,0.717517,0.372259,0
0.19088,0.80912,0.575822,0
0.266112,0.733888,0.40864,0
0.113456,0.886544,0.747876,0
0.39631,0.60369,0.119312,0
0.714302,0.285698,0.365115,2
0.240003,0.759997,0.46666,0
0.0855635,0.914437,0.809859,0
0.088653,0.911347,0.802994,0
0.088653,0.911347,0.802994,0
0.610525,0.389475,0.1345,2
0.0253868,0.974613,0.943585,0
0.649588,0.350412,0.221306,2
0.466771,0.533229,0.335426,1
0.524919,0.475081,0.501623,1
0.662143,0.337857,0.249206,2
1,0,1,1
0.444637,0.555363,0.0119183,0
0.444637,0.555363,0.0119183,0
0.883725,0.116275,0.741611,2
0.647328,0.352672,0.216284,2
0.556654,0.443346,0.0147861,2
0.804273,0.195727,0.565051,2
0.318401,0.681599,0.292441,0
0.506353,0.493647,0.872937,1
0.102121,0.897879,0.773065,0
0.543459,0.456541,0.130829,1
0.112392,0.887608,0.750241,0
0.0375539,0.962446,0.916547,0
0.665923,0.334077,0.257606,2
0.262973,0.737027,0.415616,0
0.255114,0.744886,0.43308,0
0.186605,0.813395,0.585322,0
0.747793,0.252207,0.43954,2
0.132999,0.867001,0.704447,0
0.411258,0.588742,0.0860934,0
0.33462,0.66538,0.256399,0
0.536114,0.463886,0.277723,1
0.117751,0.882249,0.73833,0
0.281946,0.718054,0.373454,0
0.213999,0.786001,0.524446,0
0.391731,0.608269,0.129486,0
0.354562,0.645438,0.212084,0
0.198965,0.801035,0.557855,0
0.0228856,0.977114,0.949143,0
0.139465,0.860535,0.690077,0
0.127092,0.872908,0.717573,0
0.048714,0.951286,0.891747,0
0.0720293,0.927971,0.839935,0
0.347073,0.652927,0.228727,0
0.0967925,0.903208,0.784906,0
0.238672,0.761328,0.469617,0
0.437445,0.562555,0.0279004,0
0.18701,0.81299,0.584422,0
0.433071,0.566929,0.0376209,0
