0.551491,0.448509,0.00331375,2
0.458396,0.541604,0.16793,1
0.397119,0.602881,0.117514,0
0.539648,0.460352,0.207047,1
0.473508,0.526492,0.470168,1
0.119934,0.880066,0.73348,0
0.944739,0.0552607,0.877198,2
0.104383,0.895617,0.768038,0
0.141251,0.858749,0.686108,0
0.327351,0.672649,0.272553,0
0.162524,0.837476,0.638836,0
0.47499,0.52501,0.499807,1
0.667458,0.332542,0.261018,2
0.731642,0.268358,0.403648,2
0.118594,0.881406,0.736458,0
0.288727,0.711273,0.358385,0
0.0402793,0.959721,0.910491,0
0.265292,0.734708,0.410463,0
0.647709,0.352291,0.21713,2
0.859984,0.140016,0.688854,2
0.0523907,0.947609,0.883576,0
0.589627,0.410373,0.0880596,2
0.413281,0.586719,0.0815972,0
0.323361,0.676639,0.281421,0
0.862649,0.137351,0.694776,2
0.169805,0.830195,0.622656,0
0.0533983,0.946602,0.881337,0
0.29219,0.70781,0.350689,0
0.43997,0.56003,0.0222887,0
0.0598067,0.940193,0.867096,0
0.587815,0.412185,0.0840338,2
0.705745,0.294255,0.3461,2
0.511027,0.488973,0.779453,1
0.3929,0.6071,0.12689,0
0.678421,0.321579,0.285379,2
0.372067,0.627933,0.173185,0
0.417167,0.582833,0.0729628,0
0.820082,0.179918,0.600182,2
0.268208,0.731792,0.403982,0
0.548207,0.451793,0.0358558,1
0.123994,0.876006,0.724458,0
0.662816,0.337184,0.250703,2
0.400236,0.599764,0.110586,0
0.164731,0.835269,0.633932,0
0.170896,0.829104,0.620232,0
0.355209,0.644791,0.210647,0
0.248475,0.751525,0.447833,0
0.170355,0.829645,0.621433,0
0.361548,0.638452,0.19656,0
0.348428,0.651572,0.225716,0
0.298746,0.701254,0.336121,0
0.126716,0.873284,0.718408,0
0.182119,0.817881,0.595291,0
0.205085,0.794915,0.544255,0
0.245848,0.754152,0.453672,0
0.0464423,0.953558,0.896795,0
0.0172595,0.982741,0.961646,0
0.166674,0.833326,0.629613,0
0.156372,0.843628,0.652506,0
0.585299,0.414701,0.0784425,2
