凶手,1.0
结局,0.8877785330995493
小说,0.6255998864692561
孩子,0.6077241375052769
不错,0.5825400634952568
小孩,0.5727959470113603
读者,0.5671665603780836
知道,0.5499710373887239
看到,0.546559213055442
没有,0.5191458467087843
东野,0.5174741463742468
心理,0.48056328326696107
冷硬,0.45184345527303
西卡,0.4369174851248023
关系,0.4240623393423354
理解,0.4204956788376669
侦探,0.4189887404288177
角色,0.4105037996231007
推理,0.4095475787778312
反转,0.39730749096915136
0.209599
0.442097
0.0611118
0.638596
0.0928744
0.31551
0.164826
0.161703
0.908555
0.0570223
0.439931
0.127384
0.577834
0.0680652
0.407157
0.586518
0.593216
0.0474626
0.76736
0.347796
0.914388
0.914388
0.845087
0.342257
0.582006
0.768326
0.69236
0.408713
0.662785
0.337775
0.431871
0.084438
0.674812
0.757439
0.355251
0.604534
0.0250789
0.566998
0.112668
0.727337
0.237697
0.506079
0.591088
0.530368
0.714291
0.845565
0.127409
0.0155821
0.714291
1
0.530368
0.876072
0.518903
0.964462
0.0993529
0.754383
0.145567
0.445552
0.0993529
0.0972476
0.148449
0.642247
