ns
道代,1.0
敦司,0.44910449035208716
信夫,0.4482015028373358
大家,0.380971280409183
浴室,0.34972227487073804
行雄,0.30883058994522905
百合,0.29032051210279125
事情,0.2869454469541389
男人,0.27019867786046486
方法,0.2565258058598076
电线,0.21266466588550526
哲子,0.20150322746238786
声音,0.18992190278573384
丈夫,0.18863125327432703
问道,0.18836454830884047
妻子,0.17814438219290393
喜久子,0.17777283034171082
年长者,0.17483662991221452
纱窗,0.168266940339369
浴缸,0.16680794616955077
n
道代,1.0
敦司,0.45824838597518414
信夫,0.42063333315256585
大家,0.3900736713432565
浴室,0.3578750756155373
行雄,0.3177438114383104
百合,0.30449456911424777
事情,0.29441533095752087
男人,0.2754421563024405
方法,0.26066473376295224
哲子,0.20640033599121813
电线,0.1989238784031473
声音,0.19489853762799805
问道,0.1935987066457827
丈夫,0.19236483089766945
喜久子,0.18279237098322695
年长者,0.17818785270647314
夫人,0.16823391096150114
妻子,0.1678643735675322
房间,0.16419596129987796
v & vn & vd
没有,1.0
侦探,0.9609398840720207
不会,0.599459629044779
警察,0.5038381834722387
觉得,0.36726083399132897
自杀,0.36257256913258945
好像,0.31563272527396574
继续,0.3116080094823251
调查,0.2956598440175139
不能,0.28829139144360816
应该,0.28469874234965936
感到,0.24612342999383935
坐在,0.22815268048614123
知道,0.2265816232481018
进行,0.22324057298686842
引起,0.21900643509422674
洗澡,0.21846733821514838
可能,0.21710933965736393
肯定,0.2084690289367146
认为,0.20219140636072977
a
快乐,1.0
最好,1.0
紧张,1.0
健康,0.9933652807454559
意外,0.9933652807454559
不安,0.9933652807454559
冷静,0.8466285839948134
nt
道代,1.0
敦司,0.43679888932440913
信夫,0.4210488340902016
大家,0.3882801219771613
浴室,0.36084311522743634
行雄,0.322928544400071
百合,0.2982712876091301
事情,0.2919485035751392
男人,0.28587927802176466
方法,0.2511441703443003
现在,0.24999013740637732
声音,0.2175893047221457
哲子,0.2111079089613234
电线,0.20783260523598027
喜久子,0.1912556950460485
问道,0.18528338838780106
丈夫,0.18467776609672004
年长者,0.17322215042674
浴缸,0.1638645322069315
夫人,0.16190164096074508
nr
道代,1.0
什么,0.7933479470479772
这个,0.48103530368043174
自己,0.47569603475309163
信夫,0.46404321118778546
敦司,0.45523034507244264
这样,0.4430104315697082
他们,0.4403005721344769
我们,0.4288081138201618
方法,0.4120801749529804
有些,0.3733921169876304
浴室,0.3696564068342155
这种,0.34723066667777674
大家,0.3375068316997782
行雄,0.33120154677825436
事情,0.31358337099149475
百合,0.2915440924462909
那么,0.25941543891635277
男人,0.24631662028238763
夫人,0.24250507240150498
t
晚上,1.0
明天,0.6690273427267781
过去,0.6690273427267781
早晨,0.6646337789919335
现在,0.6646337789919335
今天,0.4992694937924018
如期,0.4992694937924018
